"","name","position","team","season","stat_type","stats"
"283","Aaron Jones","RB","GB",2022,"rushing_tds",2
"284","Aaron Jones","RB","GB",2022,"rushing_fumbles",3
"285","Aaron Jones","RB","GB",2022,"rushing_fumbles_lost",1
"286","Aaron Jones","RB","GB",2022,"rushing_first_downs",54
"287","Aaron Jones","RB","GB",2022,"rushing_2pt_conversions",0
"288","Aaron Jones","RB","GB",2022,"receptions",59
"289","Aaron Jones","RB","GB",2022,"targets",72
"290","Aaron Jones","RB","GB",2022,"receiving_yards",395
"291","Aaron Jones","RB","GB",2022,"receiving_tds",5
"292","Aaron Jones","RB","GB",2022,"receiving_fumbles",2
"293","Aaron Jones","RB","GB",2022,"receiving_fumbles_lost",2
"294","Aaron Jones","RB","GB",2022,"receiving_air_yards",14
"295","Aaron Jones","RB","GB",2022,"receiving_yards_after_catch",447
"296","Aaron Jones","RB","GB",2022,"receiving_first_downs",19
"297","Aaron Jones","RB","GB",2022,"receiving_2pt_conversions",1
"298","Aaron Jones","RB","GB",2022,"target_share",2.3203332
"299","Aaron Jones","RB","GB",2022,"air_yards_share",0.12668207
"300","Aaron Jones","RB","GB",2022,"fantasy_points",189.6
"301","Aaron Jones","RB","GB",2022,"fantasy_points_ppr",248.6
"302","Aaron Jones","RB","GB",2022,"total_yards",1516
"303","Aaron Jones","RB","GB",2022,"games",17
"304","Aaron Jones","RB","GB",2022,"touches",272
"305","Aaron Jones","RB","GB",2022,"rush_td_percentage",0.009
"306","Aaron Jones","RB","GB",2022,"rec_td_percentage",0.085
"307","Aaron Jones","RB","GB",2022,"total_tds",7
"308","Aaron Jones","RB","GB",2022,"td_percentage",0.026
"309","Aaron Jones","RB","GB",2022,"pass_ypg",0
"310","Aaron Jones","RB","GB",2022,"rush_ypg",65.94117647
"311","Aaron Jones","RB","GB",2022,"rec_ypg",23.23529412
"312","Aaron Jones","RB","GB",2022,"ppg",11.15294154
"313","Aaron Jones","RB","GB",2022,"ppr_ppg",14.62352977
"314","Aaron Jones","RB","GB",2022,"ypg",0
"315","Aaron Jones","RB","GB",2022,"pr",33.87
"316","Adrian Killins","RB","PHI",2020,"carries",1
"317","Adrian Killins","RB","PHI",2020,"rushing_yards",-12
"318","Adrian Killins","RB","PHI",2020,"rushing_tds",0
"319","Adrian Killins","RB","PHI",2020,"rushing_fumbles",0
"320","Adrian Killins","RB","PHI",2020,"rushing_fumbles_lost",0
"321","Adrian Killins","RB","PHI",2020,"rushing_first_downs",0
"322","Adrian Killins","RB","PHI",2020,"rushing_2pt_conversions",0
"323","Adrian Killins","RB","PHI",2020,"receptions",1
"324","Adrian Killins","RB","PHI",2020,"targets",1
"325","Adrian Killins","RB","PHI",2020,"receiving_yards",2
"326","Adrian Killins","RB","PHI",2020,"receiving_tds",0
"327","Adrian Killins","RB","PHI",2020,"receiving_fumbles",0
"328","Adrian Killins","RB","PHI",2020,"receiving_fumbles_lost",0
"329","Adrian Killins","RB","PHI",2020,"receiving_air_yards",-4
"330","Adrian Killins","RB","PHI",2020,"receiving_yards_after_catch",6
"331","Adrian Killins","RB","PHI",2020,"receiving_first_downs",0
"332","Adrian Killins","RB","PHI",2020,"receiving_2pt_conversions",0
"333","Adrian Killins","RB","PHI",2020,"target_share",0.03846154
"334","Adrian Killins","RB","PHI",2020,"air_yards_share",-0.02631579
"335","Adrian Killins","RB","PHI",2020,"fantasy_points",-1
"336","Adrian Killins","RB","PHI",2020,"fantasy_points_ppr",0
"337","Adrian Killins","RB","PHI",2020,"total_yards",-10
"338","Adrian Killins","RB","PHI",2020,"games",1
"339","Adrian Killins","RB","PHI",2020,"touches",2
"340","Adrian Killins","RB","PHI",2020,"rush_td_percentage",0
"341","Adrian Killins","RB","PHI",2020,"rec_td_percentage",0
"342","Adrian Killins","RB","PHI",2020,"total_tds",0
"343","Adrian Killins","RB","PHI",2020,"td_percentage",0
"344","Adrian Killins","RB","PHI",2020,"pass_ypg",0
"345","Adrian Killins","RB","PHI",2020,"rush_ypg",-12
"346","Adrian Killins","RB","PHI",2020,"rec_ypg",2
"347","Adrian Killins","RB","PHI",2020,"ppg",-1
"348","Adrian Killins","RB","PHI",2020,"ppr_ppg",0
"349","Adrian Killins","RB","PHI",2020,"ypg",0
"350","Adrian Killins","RB","PHI",2020,"pr",33.87
"351","Adrian Peterson","RB","ARI",2017,"carries",129
"352","Adrian Peterson","RB","ARI",2017,"rushing_yards",448
"353","Adrian Peterson","RB","ARI",2017,"rushing_tds",2
